Movie Name,Movie Link,carflo ratings,hitchcockthelegend
Evolution,https://www.imdb.com/title/tt0251075/,6.1,NA
The Adventures of Robin Hood,https://www.imdb.com/title/tt0029843/,7.9,NA
Bridget Jones's Diary,https://www.imdb.com/title/tt0243155/,6.7,NA
Braveheart,https://www.imdb.com/title/tt0112573/,8.3,NA
Big Fish,https://www.imdb.com/title/tt0319061/,8.0,NA
Air Force One,https://www.imdb.com/title/tt0118571/,6.5,NA
Dark Victory,https://www.imdb.com/title/tt0074374/,6.7,NA
The Watcher,https://www.imdb.com/title/tt0204626/,5.3,NA
Klute,https://www.imdb.com/title/tt0067309/,7.1,NA
Moses,https://www.imdb.com/title/tt0117086/,6.7,NA
Evelyn,https://www.imdb.com/title/tt0298856/,7.0,NA
 Kung Fu,https://www.imdb.com/title/tt0068093/,8.0,NA
Spy Game,https://www.imdb.com/title/tt0266987/,7.1,NA
The Family Man,https://www.imdb.com/title/tt0218967/,6.8,NA
Willy Wonka & the Chocolate Factory,https://www.imdb.com/title/tt0067992/,7.8,NA
Owd Bob,https://www.imdb.com/title/tt0119851/,6.0,NA
Harry Potter and the Chamber of Secrets,https://www.imdb.com/title/tt0295297/,7.4,NA
Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/,7.9,NA
Bringing Out the Dead,https://www.imdb.com/title/tt0163988/,6.8,NA
Harry Potter and the Sorcerer's Stone,https://www.imdb.com/title/tt0241527/,7.6,NA
Grosse Pointe Blank,https://www.imdb.com/title/tt0119229/,7.3,NA
Auntie Mame,https://www.imdb.com/title/tt0051383/,7.9,NA
Hide and Seek,https://www.imdb.com/title/tt0382077/,6.0,NA
Solomon and Sheba,https://www.imdb.com/title/tt0053290/,6.2,NA
Gideon,https://www.imdb.com/title/tt0141121/,6.6,NA
Immortal,https://www.imdb.com/title/tt0314063/,6.0,NA
Cookie's Fortune,https://www.imdb.com/title/tt0126250/,6.8,NA
Timeline,https://www.imdb.com/title/tt0300556/,5.6,NA
Nothing Sacred,https://www.imdb.com/title/tt0029322/,6.9,NA
"I, Robot",https://www.imdb.com/title/tt0343818/,7.1,NA
Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/,6.5,NA
Shark Tale,https://www.imdb.com/title/tt0307453/,6.0,NA
The Last of the Blonde Bombshells,https://www.imdb.com/title/tt0220608/,7.2,NA
Shaolin Soccer,https://www.imdb.com/title/tt0286112/,7.3,NA
Miss Congeniality 2: Armed & Fabulous,https://www.imdb.com/title/tt0385307/,5.1,NA
The Rocketeer,https://www.imdb.com/title/tt0102803/,6.5,NA
Shadow Conspiracy,https://www.imdb.com/title/tt0120107/,4.9,NA
The Santa Clause 2,https://www.imdb.com/title/tt0304669/,5.6,NA
Fame,https://www.imdb.com/title/tt0080716/,6.6,NA
The Big Sleep,https://www.imdb.com/title/tt0038355/,7.9,NA
Casper,https://www.imdb.com/title/tt0112642/,6.1,NA
Ruby Gentry,https://www.imdb.com/title/tt0045109/,6.7,NA
Birth,https://www.imdb.com/title/tt0337876/,6.1,NA
Lilo & Stitch,https://www.imdb.com/title/tt0275847/,7.2,NA
The Ride,https://www.imdb.com/title/tt0127247/,6.5,NA
King Cobra,https://www.imdb.com/title/tt0138797/,3.1,NA
Attila,https://www.imdb.com/title/tt0259127/,6.7,NA
The Phantom of the Opera,https://www.imdb.com/title/tt0293508/,7.3,NA
Python,https://www.imdb.com/title/tt0209264/,3.7,NA
Tarzan and the Lost City,https://www.imdb.com/title/tt0120856/,4.0,NA
Iron Eagle II,https://www.imdb.com/title/tt0095382/,3.8,NA
National Treasure,https://www.imdb.com/title/tt0368891/,6.8,NA
Joseph and the Amazing Technicolor Dreamcoat,https://www.imdb.com/title/tt0175790/,7.2,NA
Finding Neverland,https://www.imdb.com/title/tt0308644/,7.7,NA
The 10th Kingdom,https://www.imdb.com/title/tt0207275/,8.3,NA
The Muppets' Wizard of Oz,https://www.imdb.com/title/tt0422778/,5.3,NA
The Incredibles,https://www.imdb.com/title/tt0317705/,8.0,NA
Inferno,https://www.imdb.com/title/tt0045911/,7.1,NA
For Your Eyes Only,https://www.imdb.com/title/tt0082398/,6.8,NA
GoldenEye,https://www.imdb.com/title/tt0113189/,7.2,NA
Twilight's Last Gleaming,https://www.imdb.com/title/tt0076845/,6.8,NA
Sometimes in April,https://www.imdb.com/title/tt0400063/,7.9,NA
I Never Promised You a Rose Garden,https://www.imdb.com/title/tt0076172/,6.5,NA
 Great Performances,https://www.imdb.com/title/tt0159876/,8.1,NA
I Remember Mama,https://www.imdb.com/title/tt0040458/,7.9,NA
A Story of David: The Hunted,https://www.imdb.com/title/tt0054342/,5.7,NA
Mary and Joseph: A Story of Faith,https://www.imdb.com/title/tt0079535/,6.1,NA
In the Beginning,https://www.imdb.com/title/tt0243067/,6.5,NA
Princess Mononoke,https://www.imdb.com/title/tt0119698/,8.4,NA
It Happened to Jane,https://www.imdb.com/title/tt0052933/,6.6,NA
The Pajama Game,https://www.imdb.com/title/tt0050814/,6.7,NA
Fled,https://www.imdb.com/title/tt0116320/,5.4,NA
Wildflowers,https://www.imdb.com/title/tt0144688/,5.6,NA
Tomb of the Werewolf,https://www.imdb.com/title/tt0430684/,3.2,NA
Elektra,https://www.imdb.com/title/tt0357277/,4.7,NA
Francis of Assisi,https://www.imdb.com/title/tt0054892/,6.4,NA
The Creeping Flesh,https://www.imdb.com/title/tt0068424/,6.3,NA
Into the Sun,https://www.imdb.com/title/tt0358294/,4.4,NA
The Newton Boys,https://www.imdb.com/title/tt0120769/,6.1,NA
Ed Wood,https://www.imdb.com/title/tt0109707/,7.8,NA
The Talented Mr. Ripley,https://www.imdb.com/title/tt0134119/,7.4,NA
Peter and Paul,https://www.imdb.com/title/tt0082900/,7.7,NA
Hellbound,https://www.imdb.com/title/tt0107101/,4.9,NA
Flinch,https://www.imdb.com/title/tt0109812/,4.7,NA
One Hell of a Guy,https://www.imdb.com/title/tt0158049/,4.1,NA
Pollock,https://www.imdb.com/title/tt0183659/,7.0,NA
The House on Carroll Street,https://www.imdb.com/title/tt0095333/,6.1,NA
Ray,https://www.imdb.com/title/tt0350258/,7.7,NA
The Village,https://www.imdb.com/title/tt0368447/,6.5,NA
The Forgotten,https://www.imdb.com/title/tt0356618/,5.8,NA
Friday Night Lights,https://www.imdb.com/title/tt0390022/,7.2,NA
Joshua,https://www.imdb.com/title/tt0271582/,6.7,NA
Hangman's Curse,https://www.imdb.com/title/tt0342508/,4.9,NA
The Bourne Supremacy,https://www.imdb.com/title/tt0372183/,7.7,NA
Larger Than Life,https://www.imdb.com/title/tt0116823/,5.7,NA
Speed 2: Cruise Control,https://www.imdb.com/title/tt0120179/,3.9,NA
Fly Away Home,https://www.imdb.com/title/tt0116329/,6.8,NA
I Am Sam,https://www.imdb.com/title/tt0277027/,7.6,NA
Phone Booth,https://www.imdb.com/title/tt0183649/,7.0,NA
Abraham,https://www.imdb.com/title/tt0109036/,7.1,NA
Battlestar Galactica,https://www.imdb.com/title/tt0314979/,8.6,NA
Ernest Goes to Camp,https://www.imdb.com/title/tt0092974/,5.5,NA
Absolute Power,https://www.imdb.com/title/tt0118548/,6.7,NA
Salón México,https://www.imdb.com/title/tt0114332/,6.7,NA
Quicksand,https://www.imdb.com/title/tt0282883/,4.3,NA
Hidalgo,https://www.imdb.com/title/tt0317648/,6.7,NA
The Kid,https://www.imdb.com/title/tt0219854/,6.1,NA
Out for a Kill,https://www.imdb.com/title/tt0323531/,3.4,NA
The Punisher,https://www.imdb.com/title/tt0330793/,6.4,NA
The Stepford Wives,https://www.imdb.com/title/tt0327162/,5.3,NA
Fallen Angel,https://www.imdb.com/title/tt0357648/,7.0,NA
He Sees You When You're Sleeping,https://www.imdb.com/title/tt0337634/,5.7,NA
Spider-Man 2,https://www.imdb.com/title/tt0316654/,7.3,NA
The Glimmer Man,https://www.imdb.com/title/tt0116421/,5.4,NA
Shane,https://www.imdb.com/title/tt0046303/,7.6,NA
Pollyanna,https://www.imdb.com/title/tt0314519/,7.5,NA
Once Upon a Time in the West,https://www.imdb.com/title/tt0064116/,8.5,NA
Clueless,https://www.imdb.com/title/tt0112697/,6.8,NA
Alien vs. Predator,https://www.imdb.com/title/tt0370263/,5.6,NA
The Five People You Meet in Heaven,https://www.imdb.com/title/tt0400435/,7.3,NA
Catch Me If You Can,https://www.imdb.com/title/tt0264464/,8.1,NA
The Passion of the Christ,https://www.imdb.com/title/tt0335345/,7.1,NA
50 First Dates,https://www.imdb.com/title/tt0343660/,6.8,NA
Gangs of New York,https://www.imdb.com/title/tt0217505/,7.5,NA
Van Helsing,https://www.imdb.com/title/tt0338526/,6.1,5
A Charlie Brown Thanksgiving,https://www.imdb.com/title/tt0068359/,7.7,NA
Door to Door,https://www.imdb.com/title/tt0274468/,7.8,NA
A Stranger Among Us,https://www.imdb.com/title/tt0105483/,5.6,NA
The Day the World Ended,https://www.imdb.com/title/tt0272575/,4.3,NA
Disappearance,https://www.imdb.com/title/tt0311018/,5.4,NA
Father of the Bride Part II,https://www.imdb.com/title/tt0113041/,6.0,NA
The Crow: City of Angels,https://www.imdb.com/title/tt0115986/,4.7,NA
Secondhand Lions,https://www.imdb.com/title/tt0327137/,7.5,NA
El rapto,https://www.imdb.com/title/tt0046226/,7.0,NA
The Last Tattoo,https://www.imdb.com/title/tt0110311/,5.9,NA
Lost in Translation,https://www.imdb.com/title/tt0335266/,7.7,NA
Mystic River,https://www.imdb.com/title/tt0327056/,7.9,NA
Calendar Girls,https://www.imdb.com/title/tt0337909/,6.9,NA
Child's Play 3,https://www.imdb.com/title/tt0103956/,5.1,NA
The Dead Will Tell,https://www.imdb.com/title/tt0424028/,5.0,NA
Bride of Chucky,https://www.imdb.com/title/tt0144120/,5.4,NA
That Darn Cat,https://www.imdb.com/title/tt0120317/,4.7,NA
Child's Play,https://www.imdb.com/title/tt0094862/,6.6,NA
Best in Show,https://www.imdb.com/title/tt0218839/,7.4,NA
The Big Lebowski,https://www.imdb.com/title/tt0118715/,8.1,NA
Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/,8.3,NA
Runaway Jury,https://www.imdb.com/title/tt0313542/,7.1,NA
Intolerable Cruelty,https://www.imdb.com/title/tt0138524/,6.2,NA
Monster,https://www.imdb.com/title/tt0340855/,7.3,NA
Man on Fire,https://www.imdb.com/title/tt0328107/,7.7,NA
V,https://www.imdb.com/title/tt0085106/,7.9,NA
Vertical Limit,https://www.imdb.com/title/tt0190865/,5.9,NA
Monsieur Hulot's Holiday,https://www.imdb.com/title/tt0046487/,7.5,NA
The Order,https://www.imdb.com/title/tt0193364/,4.6,NA
 American Playhouse,https://www.imdb.com/title/tt0176357/,6.9,NA
Top of the World,https://www.imdb.com/title/tt0120353/,4.7,NA
Amazons and Gladiators,https://www.imdb.com/title/tt0275913/,3.3,NA
Rush Hour 2,https://www.imdb.com/title/tt0266915/,6.6,NA
The Mephisto Waltz,https://www.imdb.com/title/tt0067419/,6.1,NA
Coma,https://www.imdb.com/title/tt0077355/,6.9,NA
The Deep,https://www.imdb.com/title/tt0075925/,6.2,NA
Don't Look Now,https://www.imdb.com/title/tt0069995/,7.3,NA
Toy Soldiers,https://www.imdb.com/title/tt0103112/,6.6,NA
Earthquake,https://www.imdb.com/title/tt0071455/,5.9,NA
Skylark,https://www.imdb.com/title/tt0108159/,7.2,NA
Spanish Judges,https://www.imdb.com/title/tt0183808/,4.9,NA
Iron Eagle,https://www.imdb.com/title/tt0091278/,5.5,NA
The Prophecy II,https://www.imdb.com/title/tt0118643/,5.8,NA
Anne of the Thousand Days,https://www.imdb.com/title/tt0064030/,7.5,NA
Act of the Heart,https://www.imdb.com/title/tt0065370/,6.2,NA
The Bourne Identity,https://www.imdb.com/title/tt0258463/,7.9,NA
Tornado Warning,https://www.imdb.com/title/tt0331357/,4.1,NA
The Sentinel,https://www.imdb.com/title/tt0076683/,6.4,NA
The Prophecy,https://www.imdb.com/title/tt0114194/,6.5,NA
An Officer and a Gentleman,https://www.imdb.com/title/tt0084434/,7.0,NA
The Killers,https://www.imdb.com/title/tt0058262/,7.1,NA
Friends,https://www.imdb.com/title/tt0067118/,6.6,NA
Under the Tuscan Sun,https://www.imdb.com/title/tt0328589/,6.7,NA
Russ Meyer's Fanny Hill,https://www.imdb.com/title/tt0058088/,4.4,NA
"Somewhere, Tomorrow",https://www.imdb.com/title/tt0086337/,6.4,NA
The Day After Tomorrow,https://www.imdb.com/title/tt0319262/,6.4,NA
Gothika,https://www.imdb.com/title/tt0348836/,5.8,NA
Gone,https://www.imdb.com/title/tt0339079/,7.4,NA
Shadow of the Vampire,https://www.imdb.com/title/tt0189998/,6.9,NA
Hell Swarm,https://www.imdb.com/title/tt0222171/,3.4,NA
The Scorpion King,https://www.imdb.com/title/tt0277296/,5.5,NA
Mortal Kombat,https://www.imdb.com/title/tt0113855/,5.8,NA
T-Rex: Back to the Cretaceous,https://www.imdb.com/title/tt0163862/,4.7,NA
Hellboy,https://www.imdb.com/title/tt0167190/,6.8,NA
Morgan's Ferry,https://www.imdb.com/title/tt0170260/,5.6,NA
Fatherland,https://www.imdb.com/title/tt0109779/,6.5,NA
The Killers,https://www.imdb.com/title/tt0038669/,7.8,NA
The Marva Collins Story,https://www.imdb.com/title/tt0082719/,7.7,NA
Gods and Generals,https://www.imdb.com/title/tt0279111/,6.4,NA
Tarzan and the Perils of Charity Jones,https://www.imdb.com/title/tt0062342/,6.6,NA
Hostile Force,https://www.imdb.com/title/tt0116562/,4.3,NA
Contaminated Man,https://www.imdb.com/title/tt0221885/,4.9,NA
Two Much,https://www.imdb.com/title/tt0118001/,5.4,NA
Devil in a Blue Dress,https://www.imdb.com/title/tt0112857/,6.7,NA
The Farmer's Daughter,https://www.imdb.com/title/tt0039370/,7.2,NA
Niagara,https://www.imdb.com/title/tt0046126/,7.0,NA
Dr. Dolittle 2,https://www.imdb.com/title/tt0240462/,4.7,NA
Whale Rider,https://www.imdb.com/title/tt0298228/,7.5,NA
Separate But Equal,https://www.imdb.com/title/tt0102879/,7.3,NA
The Autobiography of Miss Jane Pittman,https://www.imdb.com/title/tt0071175/,7.9,NA
An American Tail,https://www.imdb.com/title/tt0090633/,6.9,NA
Cool Hand Luke,https://www.imdb.com/title/tt0061512/,8.1,NA
Death of a Salesman,https://www.imdb.com/title/tt0089006/,7.3,NA
The Bridge on the River Kwai,https://www.imdb.com/title/tt0050212/,8.1,NA
Double Indemnity,https://www.imdb.com/title/tt0036775/,8.3,NA
Hud,https://www.imdb.com/title/tt0057163/,7.8,NA
While You Were Sleeping,https://www.imdb.com/title/tt0114924/,6.7,NA
The Manchurian Candidate,https://www.imdb.com/title/tt0056218/,7.9,NA
All the President's Men,https://www.imdb.com/title/tt0074119/,8.0,NA
Wings,https://www.imdb.com/title/tt0018578/,7.5,NA
The Hustler,https://www.imdb.com/title/tt0054997/,8.0,NA
Misery,https://www.imdb.com/title/tt0100157/,7.8,NA
Sullivan's Travels,https://www.imdb.com/title/tt0034240/,7.9,NA
Kill Bill: Vol. 2,https://www.imdb.com/title/tt0378194/,8.0,NA
Chocolat,https://www.imdb.com/title/tt0241303/,7.2,NA
Death of a Salesman,https://www.imdb.com/title/tt0187806/,7.9,NA
Jeremiah Johnson,https://www.imdb.com/title/tt0068762/,7.6,NA
Psycho,https://www.imdb.com/title/tt0054215/,8.5,NA
Starflight: The Plane That Couldn't Land,https://www.imdb.com/title/tt0086357/,4.8,NA
Black Dog,https://www.imdb.com/title/tt0120610/,5.4,NA
Nick of Time,https://www.imdb.com/title/tt0113972/,6.3,NA
Pay It Forward,https://www.imdb.com/title/tt0223897/,7.2,NA
Orca,https://www.imdb.com/title/tt0076504/,5.8,NA
"O Brother, Where Art Thou?",https://www.imdb.com/title/tt0190590/,7.7,NA
The League of Extraordinary Gentlemen,https://www.imdb.com/title/tt0311429/,5.8,NA
Shanghai Noon,https://www.imdb.com/title/tt0184894/,6.6,NA
Shanghai Knights,https://www.imdb.com/title/tt0300471/,6.2,NA
Peter Pan,https://www.imdb.com/title/tt0316396/,6.8,NA
Men of Honor,https://www.imdb.com/title/tt0203019/,7.2,NA
Peter Pan,https://www.imdb.com/title/tt0255873/,7.2,NA
Bordello of Blood,https://www.imdb.com/title/tt0117826/,5.4,NA
Spawn,https://www.imdb.com/title/tt0120177/,5.3,NA
Cold Mountain,https://www.imdb.com/title/tt0159365/,7.2,NA
Daredevil,https://www.imdb.com/title/tt0287978/,5.3,NA
The Enforcer,https://www.imdb.com/title/tt0074483/,6.8,NA
Dirty Harry,https://www.imdb.com/title/tt0066999/,7.7,NA
Microcosmos,https://www.imdb.com/title/tt0117040/,7.9,NA
The Butterfly Effect,https://www.imdb.com/title/tt0289879/,7.6,NA
Out of Reach,https://www.imdb.com/title/tt0377100/,4.0,NA
In a Lonely Place,https://www.imdb.com/title/tt0042593/,8.0,NA
Kalifornia,https://www.imdb.com/title/tt0107302/,6.7,NA
Gamera: The Giant Monster,https://www.imdb.com/title/tt0059080/,5.0,NA
Space Mutiny,https://www.imdb.com/title/tt0096149/,2.1,NA
Reptilicus,https://www.imdb.com/title/tt0056405/,3.6,NA
Attack of the Killer Tomatoes!,https://www.imdb.com/title/tt0080391/,4.6,NA
Runaway Bride,https://www.imdb.com/title/tt0163187/,5.5,NA
"Laura, les ombres de l'été",https://www.imdb.com/title/tt0079449/,5.9,NA
The Mangler,https://www.imdb.com/title/tt0113762/,4.3,NA
I cacciatori del cobra d'oro,https://www.imdb.com/title/tt0084104/,5.1,NA
Topaz,https://www.imdb.com/title/tt0065112/,6.3,NA
Battlefield Earth,https://www.imdb.com/title/tt0185183/,2.5,NA
Commandos,https://www.imdb.com/title/tt0062819/,5.4,NA
Plan 9 from Outer Space,https://www.imdb.com/title/tt0052077/,4.0,NA
The Killer Shrews,https://www.imdb.com/title/tt0052969/,4.0,NA
Moulin Rouge!,https://www.imdb.com/title/tt0203009/,7.6,NA
The Frighteners,https://www.imdb.com/title/tt0116365/,7.1,NA
Beyond Justice,https://www.imdb.com/title/tt0105175/,4.5,NA
My Boyfriend's Back,https://www.imdb.com/title/tt0097935/,5.7,NA
Perfect Assassins,https://www.imdb.com/title/tt0139082/,4.0,NA
Bulletproof Monk,https://www.imdb.com/title/tt0245803/,5.5,NA
Timecop,https://www.imdb.com/title/tt0111438/,5.9,NA
Drop Dead Fred,https://www.imdb.com/title/tt0101775/,5.9,NA
Roger Corman's Frankenstein Unbound,https://www.imdb.com/title/tt0099612/,5.5,NA
Pilgrim,https://www.imdb.com/title/tt0203053/,5.5,NA
"Goodbye, Mr. Chips",https://www.imdb.com/title/tt0064382/,6.9,NA
The Gardener,https://www.imdb.com/title/tt0140067/,3.5,NA
Dodson's Journey,https://www.imdb.com/title/tt0253071/,5.5,NA
Haunted Honeymoon,https://www.imdb.com/title/tt0091178/,5.7,NA
Dagon,https://www.imdb.com/title/tt0264508/,6.2,NA
Radio,https://www.imdb.com/title/tt0316465/,6.9,NA
Nevada Smith,https://www.imdb.com/title/tt0060748/,6.9,NA
S.W.A.T.,https://www.imdb.com/title/tt0257076/,6.0,NA
"The Lion, the Witch & the Wardrobe",https://www.imdb.com/title/tt0094500/,7.2,NA
Warlock III: The End of Innocence,https://www.imdb.com/title/tt0157171/,3.8,NA
Warlock,https://www.imdb.com/title/tt0098622/,6.2,NA
The Missing,https://www.imdb.com/title/tt0338188/,6.5,NA
Boiler Room,https://www.imdb.com/title/tt0181984/,7.0,NA
The Phantom of the Opera,https://www.imdb.com/title/tt0016220/,7.6,NA
Never Been Kissed,https://www.imdb.com/title/tt0151738/,6.1,NA
The Firm,https://www.imdb.com/title/tt0106918/,6.8,NA
Notting Hill,https://www.imdb.com/title/tt0125439/,7.1,NA
Chaplin,https://www.imdb.com/title/tt0103939/,7.6,NA
Short Circuit,https://www.imdb.com/title/tt0091949/,6.7,NA
Home for the Holidays,https://www.imdb.com/title/tt0113321/,6.6,NA
The Greatest Show on Earth,https://www.imdb.com/title/tt0044672/,6.6,NA
Westward the Women,https://www.imdb.com/title/tt0044205/,7.6,NA
The Skull,https://www.imdb.com/title/tt0059727/,6.3,NA
Trog,https://www.imdb.com/title/tt0066492/,3.9,NA
Dick Tracy,https://www.imdb.com/title/tt0099422/,6.1,NA
Bugsy,https://www.imdb.com/title/tt0101516/,6.8,NA
No Way Out,https://www.imdb.com/title/tt0093640/,7.1,NA
Open Range,https://www.imdb.com/title/tt0316356/,7.4,NA
The Haunting,https://www.imdb.com/title/tt0171363/,5.0,NA
Escape from Atlantis,https://www.imdb.com/title/tt0119075/,3.3,NA
Brigham Young,https://www.imdb.com/title/tt0032281/,6.4,NA
Unfaithfully Yours,https://www.imdb.com/title/tt0040919/,7.6,NA
Alexander's Ragtime Band,https://www.imdb.com/title/tt0029852/,6.9,NA
Deadly Outbreak,https://www.imdb.com/title/tt0112828/,4.7,NA
The Perfect Weapon,https://www.imdb.com/title/tt0102655/,6.0,NA
Street Knight,https://www.imdb.com/title/tt0108234/,5.4,NA
The Legend of Bagger Vance,https://www.imdb.com/title/tt0146984/,6.7,NA
Cocoon: The Return,https://www.imdb.com/title/tt0094890/,5.4,NA
The Fast and the Furious,https://www.imdb.com/title/tt0232500/,6.8,NA
The Lion of Africa,https://www.imdb.com/title/tt0093423/,6.9,NA
Never Cry Wolf,https://www.imdb.com/title/tt0086005/,7.5,NA
First Blood,https://www.imdb.com/title/tt0083944/,7.7,NA
The Dream Team,https://www.imdb.com/title/tt0097235/,6.5,NA
Gung Ho,https://www.imdb.com/title/tt0091159/,6.3,NA
Johnny Dangerously,https://www.imdb.com/title/tt0087507/,6.5,NA
Skinwalkers,https://www.imdb.com/title/tt0312278/,7.3,NA
Pacific Heights,https://www.imdb.com/title/tt0100318/,6.4,NA
Stormy Monday,https://www.imdb.com/title/tt0096180/,6.2,NA
Practical Magic,https://www.imdb.com/title/tt0120791/,6.3,NA
Santa Fe,https://www.imdb.com/title/tt0120062/,4.9,NA
Operation: Rabbit,https://www.imdb.com/title/tt0045000/,8.0,NA
"Beep, Beep",https://www.imdb.com/title/tt0044404/,7.8,NA
Zip 'N Snort,https://www.imdb.com/title/tt0055637/,7.6,NA
To Beep or Not to Beep,https://www.imdb.com/title/tt0057586/,7.6,NA
Gee Whiz-z-z-z-z-z-z,https://www.imdb.com/title/tt0049251/,7.6,NA
"Ready, Woolen and Able",https://www.imdb.com/title/tt0054234/,7.5,NA
"Hook, Line and Stinker",https://www.imdb.com/title/tt0051737/,7.2,NA
The Window,https://www.imdb.com/title/tt0042046/,7.4,NA
Three for the Road,https://www.imdb.com/title/tt0094140/,5.3,NA
The Rookie,https://www.imdb.com/title/tt0100514/,5.9,NA
Steel Dawn,https://www.imdb.com/title/tt0094033/,5.1,NA
Navy Seals,https://www.imdb.com/title/tt0100232/,5.6,NA
Kings Row,https://www.imdb.com/title/tt0034946/,7.5,NA
Bedtime for Bonzo,https://www.imdb.com/title/tt0043325/,5.4,NA
Terminal Velocity,https://www.imdb.com/title/tt0111400/,5.5,NA
Hulk,https://www.imdb.com/title/tt0286716/,5.6,NA
 The Incredible Hulk,https://www.imdb.com/title/tt0077031/,7.4,NA
Young Guns,https://www.imdb.com/title/tt0096487/,6.9,NA
Next of Kin,https://www.imdb.com/title/tt0097967/,5.8,NA
Alfie,https://www.imdb.com/title/tt0060086/,7.1,NA
The Ipcress File,https://www.imdb.com/title/tt0059319/,7.2,NA
A Bridge Too Far,https://www.imdb.com/title/tt0075784/,7.4,NA
The Girl Most Likely to...,https://www.imdb.com/title/tt0070112/,7.5,NA
Gambit,https://www.imdb.com/title/tt0060445/,7.1,NA
The Eagle Has Landed,https://www.imdb.com/title/tt0074452/,6.9,NA
I Know What You Did Last Summer,https://www.imdb.com/title/tt0119345/,5.7,NA
Nowhere in Sight,https://www.imdb.com/title/tt0251308/,5.0,NA
I Still Know What You Did Last Summer,https://www.imdb.com/title/tt0130018/,4.7,NA
 Star Trek: Deep Space Nine,https://www.imdb.com/title/tt0106145/,7.6,NA
Shark Attack,https://www.imdb.com/title/tt0161970/,3.4,NA
The Cider House Rules,https://www.imdb.com/title/tt0124315/,7.4,NA
 Star Trek: The Next Generation,https://www.imdb.com/title/tt0092455/,9.1,NA
Fiend Without a Face,https://www.imdb.com/title/tt0050393/,6.2,NA
Star Trek: First Contact,https://www.imdb.com/title/tt0117731/,7.6,NA
Batman & Robin,https://www.imdb.com/title/tt0118688/,3.7,NA
Thunderheart,https://www.imdb.com/title/tt0105585/,6.8,NA
The Island of Dr. Moreau,https://www.imdb.com/title/tt0116654/,4.6,NA
Batman,https://www.imdb.com/title/tt0060153/,6.5,NA
The Saint,https://www.imdb.com/title/tt0120053/,6.2,NA
Dash and Lilly,https://www.imdb.com/title/tt0171214/,6.7,NA
Seabiscuit,https://www.imdb.com/title/tt0329575/,7.3,NA
The Living Desert,https://www.imdb.com/title/tt0046008/,7.5,NA
Dad Savage,https://www.imdb.com/title/tt0118915/,5.8,NA
The Duellists,https://www.imdb.com/title/tt0075968/,7.4,NA
Broken Lance,https://www.imdb.com/title/tt0046808/,6.9,NA
Across the Wide Missouri,https://www.imdb.com/title/tt0043262/,6.2,NA
The Black Stallion,https://www.imdb.com/title/tt0078872/,7.3,NA
Band of Angels,https://www.imdb.com/title/tt0050166/,6.6,NA
Santa Claus: The Movie,https://www.imdb.com/title/tt0089961/,6.3,NA
They Call Me Mister Tibbs!,https://www.imdb.com/title/tt0066450/,6.1,NA
"To Sir, with Love",https://www.imdb.com/title/tt0062376/,7.7,NA
Rooster Cogburn,https://www.imdb.com/title/tt0073636/,6.9,NA
The Ghost of Flight 401,https://www.imdb.com/title/tt0077610/,5.9,NA
The Life and Times of Judge Roy Bean,https://www.imdb.com/title/tt0068853/,7.0,NA
The Pawnbroker,https://www.imdb.com/title/tt0059575/,7.7,NA
Porgy and Bess,https://www.imdb.com/title/tt0053182/,7.1,NA
Black Like Me,https://www.imdb.com/title/tt0057889/,6.8,NA
F.I.S.T.,https://www.imdb.com/title/tt0077531/,6.4,NA
Shoot to Kill,https://www.imdb.com/title/tt0096098/,6.8,NA
Hannie Caulder,https://www.imdb.com/title/tt0068675/,6.3,NA
The Sea of Grass,https://www.imdb.com/title/tt0039806/,6.3,NA
Soldier of Fortune,https://www.imdb.com/title/tt0048640/,6.2,NA
The Canterville Ghost,https://www.imdb.com/title/tt0036696/,6.9,NA
Mutiny on the Bounty,https://www.imdb.com/title/tt0026752/,7.7,NA
"Mother, Jugs & Speed",https://www.imdb.com/title/tt0074923/,5.9,NA
Earthquake in New York,https://www.imdb.com/title/tt0167915/,4.3,NA
Words and Music,https://www.imdb.com/title/tt0040976/,6.4,NA
Cotton Comes to Harlem,https://www.imdb.com/title/tt0065579/,6.5,NA
Waterloo,https://www.imdb.com/title/tt0066549/,7.3,NA
Redwood Curtain,https://www.imdb.com/title/tt0114252/,6.0,NA
Lilies of the Field,https://www.imdb.com/title/tt0057251/,7.6,NA
The Paradine Case,https://www.imdb.com/title/tt0039694/,6.6,NA
Resting Place,https://www.imdb.com/title/tt0091844/,6.2,NA
Myra Breckinridge,https://www.imdb.com/title/tt0066115/,4.4,NA
Teacher's Pet,https://www.imdb.com/title/tt0052278/,7.1,NA
The Private Life of Henry VIII.,https://www.imdb.com/title/tt0024473/,7.1,NA
For Love of Ivy,https://www.imdb.com/title/tt0062985/,6.3,NA
One Million Years B.C.,https://www.imdb.com/title/tt0060782/,5.7,NA
"What's Up, Doc?",https://www.imdb.com/title/tt0069495/,7.7,NA
Magic,https://www.imdb.com/title/tt0077889/,6.8,NA
The Main Event,https://www.imdb.com/title/tt0079510/,5.6,NA
Color Me Barbra,https://www.imdb.com/title/tt0243189/,7.9,NA
